company_name,typeOfBusiness,sector,regionsOfOperation,newRegionsTargeting,website
LANGUAGE BEAR,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Hospitality","Europe, North America, Asia, Africa, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://languagebear.com/
LANGUAGE BEAR,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Hospitality","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://languagebear.com/
DANSKE SPIL,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Danske Spil A/S,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
DAZN BET,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Latin America","Europe, North America, Africa, Latin America",
The Game Tribe,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports, Social","Europe, Latin America","North America, Asia, Africa, Australasia, MENA (Middle East North Africa)",
DEGESTEC,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo",Europe,Latin America,
Happening,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Latin America",Europe,
"Degestec Cataluña ,S.L",Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Security/Cyber-security, Payments",Europe,Europe,
Derivco,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
LuckyStreak,"Supplier (product, technology or service)","Casino & Games, Social","Europe, North America, Asia, Africa, Australasia","Europe, North America, Latin America",
Derivco,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",Europe,
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","North America, Australasia",
Derivco Sports,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Africa, Latin America",Europe,
QualityUA,"Supplier (product, technology or service)",Casino & Games,Europe,Asia,
WOVEN FINANCE LIMITED,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.woven.finance/
Desert Diamond,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",North America,North America,
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",Europe,https://www.apparatgaming.com/
ClipStake,"Supplier (product, technology or service)","Casino & Games, Social","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://clipstake.com/marketplace
RetroStyle Games,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Asia, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://retrostylegames.com/
Deuces,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports",Latin America,"Europe, Africa",
Origami,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Avenga,"Supplier (product, technology or service)","Casino & Games, Lottery, Sports Betting, Security/Cyber-security","Europe, North America","Europe, North America, Latin America",
Deuces,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Latin America,
SpinOro by Anakatech Group,"Supplier (product, technology or service)","Casino & Games, Lottery, Sports Betting","Europe, North America, Africa, Latin America, MENA (Middle East North Africa)","Europe, Africa, Latin America",
DFNN,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Hospitality",Asia,Asia,
Trusty Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia",Latin America,
Diamond Casinos International,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, MENA (Middle East North Africa)",
DIGIKEY,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting, Esports","Europe, Latin America","North America, Asia, Africa, Australasia",
DigiPlus,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting, Esports","Asia, Latin America",Africa,
Digitain,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports, Hospitality, Payments","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","North America, Australasia",
Artek Stands,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America",North America,
Aibly,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Europe,Europe,https://aibly.io/
Kokko,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Sports Betting","Europe, North America, Asia, Latin America, Australasia","Africa, MENA (Middle East North Africa)",
Winfinity,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia","Asia, Latin America",
DigitalBeat,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,North America,Latin America,
HZF,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia","Europe, North America, Asia",https://hzf.io/#
Supplier (product or service),"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Asia, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia",https://www.unibo.com/
YUGO Workshop,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia","Africa, Latin America",https://www.yugoworkshop.com/
Press Box PR,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments",Europe,"North America, Latin America",
DinoTech,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America","Europe, North America",
Directbe LTD,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting","Europe, North America, Latin America",Africa,
Disercoin Electronica,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Payments",Latin America,Latin America,
Bluejack Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Barbara Bang,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America",MENA (Middle East North Africa),
DLV,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Latin America","Europe, Latin America",
Doradobet Perú,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Latin America,Latin America,
Dot Labs Ventures,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Payments","Europe, North America","Latin America, Australasia",
Doubledown Interactive,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America",
NEKO GAMES,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America","Asia, Africa, MENA (Middle East North Africa)",
LTGAME,"Supplier (product, technology or service)",Casino & Games,Asia,"Europe, Asia, Latin America, Australasia",
Corpayss Limited,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments",Europe,Europe,https://www.corpayss.com/
DoubleDown Interactive / SuprNation,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Vibe.co,"Supplier (product, technology or service)",Casino & Games,North America,North America,
Ezugi,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia","North America, Asia, Africa",
Drawmax LTD,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Social",Africa,Africa,
Dream Play,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Esports",Africa,Asia,
BLACK LAGOON GAMES,"Supplier (product, technology or service)",Casino & Games,"North America, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America, Latin America, Australasia, MENA (Middle East North Africa)",https://www.linkedin.com/in/momo-amadu-alhassan-07b38739
